id,viewCount,likeCount,commentCount,concertType,artist,concertNumber,age,accessDate,durationSeconds,durationMinutes,caption,artistFollower,month,year,season
JROLUd6uRhA,238658,3126,213,N,Bob Mould,1,3952,2025-07-21,844,14.07,false,11500,8,2014,summer
4l_gUwdPrNY,1109585,18358,1410,N,Bob Weir And Wolf Bros,1,1915,2025-07-21,1573,26.22,false,6900,3,2020,spring
QiR3qnG4Bf0,99800,1296,59,N,Bobby Bare Jr.,1,3783,2025-07-21,827,13.78,false,197,1,2015,winter
3oY-GQVzAX8,2809570,31188,1217,N,Bomba Estereo,1,2807,2025-07-21,555,9.25,false,1980000,9,2017,autumn
A7My5IpEzVM,518984,5914,200,N,Bombino,1,4288,2025-07-21,833,13.88,false,60400,9,2013,autumn
oxo-loXdcH0,6393487,116946,6026,N,Bono and The Edge,1,812,2025-07-21,1272,21.2,false,11300,3,2023,spring
gQ6maLl5pQA,717496,17858,580,H,Bonobo,1,1179,2025-07-21,1062,17.7,false,321000,3,2022,spring
rh9KDzNkpSI,3222252,54907,1951,N,Booker T. Jones,1,5149,2025-07-21,1073,17.88,false,702,5,2011,spring
8UdN8uWJRqM,51572,1992,72,H,Borromeo String Quartet,1,1634,2025-07-21,1517,25.28,false,285,12,2020,winter
dSAKavA0fbw,99166,1286,59,S,Bowerbirds,1,1903,2025-07-21,922,15.37,false,1340,3,2020,spring
lW2cUz9Gz94,341383,12812,597,N,Brandee Younger,1,709,2025-07-21,1210,20.17,false,6860,6,2023,summer
_ajWFc2VqWo,1776449,18405,668,N,Brandi Carlile,1,4711,2025-07-21,792,13.2,false,354000,7,2012,summer
2BZSvAsmMXg,122014,1844,78,N,Brandy Clark,1,3273,2025-07-21,753,12.55,false,37900,6,2016,summer
SWZ40I40qFo,90934,2200,156,H,Brandy Clark,2,1716,2025-07-21,1000,16.67,false,38100,9,2020,autumn
e8IyZHwtsc0,60056,594,22,N,Brass Bed,1,4120,2025-07-21,1063,17.72,false,1,2,2014,winter
BUWpIou5yO0,140772,6090,298,H,Braxton Cook,1,1855,2025-07-21,1242,20.7,false,15900,5,2020,spring
l7OtKIZE7tE,380005,11176,344,N,Braxton Cook,2,123,2025-07-21,1469,24.48,false,15800,2,2025,winter
wuOJF8ecoY8,324528,4273,219,N,Brent Cobb,1,3055,2025-07-21,1073,17.88,false,42400,1,2017,winter
LpMlfxA9kco,80006,1892,128,N,Brian Courtney Wilson,1,5398,2025-07-21,865,14.42,false,125000,8,2010,summer
xaiCqYODMJM,132695,6336,274,N,Bridget Kibbey,1,1969,2025-07-21,808,13.47,false,1960,1,2020,winter
HJvIQv9xZqg,308742,6902,435,H,Bright Eyes,1,1712,2025-07-21,1108,18.47,false,56900,9,2020,autumn
E4hevWAjUZI,82268,2211,146,H,Brittany Davis,1,1150,2025-07-21,1097,18.28,false,2660,4,2022,spring
XyW5Zz0w1zg,2119748,62429,2384,N,Brittany Howard,1,2053,2025-07-21,919,15.32,false,127000,10,2019,autumn
Ov882wRp12Y,198247,6413,396,N,Brittney Spencer,1,350,2025-07-21,1072,17.87,false,7380,6,2024,summer
bWrVuKWs5Nw,91835,859,43,N,Brooklyn Rider,1,5565,2025-07-21,1104,18.4,false,1460,3,2010,spring
YN3SNoTrLY4,394202,6420,277,H,Brothers Osborne,1,1472,2025-07-21,1119,18.65,false,314000,5,2021,spring
2DyEjfb5hrA,118639,2025,78,N,Brownout,1,1967,2025-07-21,896,14.93,false,582,1,2020,winter
rFtP7Xc_Fbo,7642337,193651,7192,N,Brushy One String,1,3387,2025-07-21,688,11.47,false,391,2,2016,winter
GbADcl9ljwE,31784,3522,39,H,Buck Curran,1,1862,2025-07-21,1140,19,false,600,5,2020,spring
bOf3tD0sMxQ,120910,3099,168,H,Buck Meek,1,1534,2025-07-21,901,15.02,false,3090,3,2021,spring
UU5a8xIiuWc,1398014,33048,1332,N,Buddy,1,2333,2025-07-21,711,11.85,false,2e+05,1,2019,winter
ggIwlQ5u0a4,115374,1074,70,N,Buddy Miller & Jim Lauderdale,1,4405,2025-07-21,818,13.63,false,3470,5,2013,spring
vNi82rhiIiE,105328,3900,210,H,Buddy and Kent Jamz,1,1841,2025-07-21,714,11.9,false,201000,5,2020,spring
FrXXLcx4dCw,143616,4116,201,H,Buffalo Nichols,1,1200,2025-07-21,757,12.62,false,91200,2,2022,winter
MAisFnH3Vro,87763,2475,230,H,Buffy Sainte-Marie,1,1121,2025-07-21,918,15.3,false,9850,5,2022,spring
-qryg2q3lUs,585662,11370,532,N,Buika,1,4302,2025-07-21,576,9.6,false,156000,8,2013,summer
-wQv60dxAUU,214110,2682,250,N,Buke And Gass,1,5250,2025-07-21,1009,16.82,false,1,1,2011,winter
xaaYgVRZTnE,12644717,178429,7086,N,Burna Boy,1,2020,2025-07-21,885,14.75,false,5410000,11,2019,autumn
tthPY0gAGeU,61502,3649,132,H,Burt Bacharach & Daniel Tashian,1,1737,2025-07-21,805,13.42,false,4870,9,2020,autumn
zvDmr_REr5w,147290,5512,206,H,Buscabulla,1,1753,2025-07-21,795,13.25,false,43800,8,2020,summer
ZfqmSZ-6Cgo,658790,23211,655,H,Butcher Brown,1,1507,2025-07-21,1009,16.82,false,22100,4,2021,spring
K8gnt2Zc9aI,214266,5772,260,N,Butcher Brown,2,457,2025-07-21,1125,18.75,false,21700,3,2024,spring
cRUvdNsOdVY,60979,1637,104,H,Buzzy Lee,1,1465,2025-07-21,930,15.5,false,8280,6,2021,summer
SW6L_lTrIFg,68246620,606824,19163,H,C. Tangana,1,1508,2025-07-21,931,15.52,true,2380000,4,2021,spring
tOXCEV4V8Ks,320825,2738,183,N,CALLmeKAT,1,5030,2025-07-21,797,13.28,false,285,8,2011,summer
DN1Y-tbCHvA,82565,1766,102,H,CARM,1,1513,2025-07-21,1049,17.48,false,906000,4,2021,spring
2JbCDE6PHvU,604159,16072,1119,N,CHAI,1,2039,2025-07-21,655,10.92,false,87600,11,2019,autumn
9kqnsoY94L8,36625765,619361,33957,N,Ca7riel & Paco Amoroso,1,245,2025-07-21,1048,17.47,true,636000,10,2024,autumn
O70s9aV_9_Q,4004188,61765,2315,N,Café Tacvba,1,2422,2025-07-21,1134,18.9,false,1430000,10,2018,autumn
lonTMlvxhQA,393264,10186,235,N,Calexico And Iron & Wine,1,2135,2025-07-21,770,12.83,false,107600,8,2019,summer
BDUwGCHA2b0,216777,6037,243,N,Camané,1,3675,2025-07-21,801,13.35,false,9460,5,2015,spring
F7wIRxQEetc,10289822,169787,5709,H,Camila Cabello,1,1330,2025-07-21,1166,19.43,false,16900000,10,2021,autumn
FlZuFh0KUvc,10005344,91083,2244,H,Camilo,1,1183,2025-07-21,929,15.48,true,16800000,3,2022,spring
qZkGpj2w0XE,224945,4397,473,N,Camp Cope,1,2473,2025-07-21,806,13.43,false,2140,8,2018,summer
-l-E3kyNcag,489665,5382,285,N,Canadian Brass,1,4754,2025-07-21,812,13.53,false,123000,5,2012,spring
ZoxKkGpRbtk,409574,16495,856,H,Cande y Paulo,1,1493,2025-07-21,1023,17.05,false,30600,5,2021,spring
6I0Dk8cdfCA,253983,3109,153,N,Cantus,1,4490,2025-07-21,977,16.28,false,12000,2,2013,winter
RZZHTVr-r-g,2421781,58592,1978,N,Car Seat Headrest,1,3406,2025-07-21,1011,16.85,false,1e+05,2,2016,winter
ug25yQSEub0,15303174,97527,2275,H,Carin León,1,991,2025-07-21,873,14.55,true,4200000,9,2022,autumn
aKWV7b3j5P0,4441302,98139,2918,N,Carla Morrison,1,973,2025-07-21,1404,23.4,true,6410000,10,2022,autumn
RvVqaCs-K_8,6225872,49399,2011,H,Carlos Vives,1,1696,2025-07-21,1269,21.15,false,6180000,10,2020,autumn
NGsgb8m0Yns,1178183,25130,1205,N,Carly Rae Jepsen,1,2013,2025-07-21,607,10.12,false,4290000,12,2019,winter
1zdcG5rUY3o,407938,22751,907,N,Carminho,1,134,2025-07-21,1315,21.92,true,47200,1,2025,winter
SA09W7orJCE,117669,3410,134,N,Carolina Eyck and Clarice Jensen,1,2331,2025-07-21,941,15.68,false,181400,1,2019,winter
JmnZHQNN5cc,3978252,118705,4175,N,Caroline Polachek,1,605,2025-07-21,1088,18.13,false,188000,10,2023,autumn
EnYBuPmwXuc,314475,4132,188,N,Caroline Rose,1,3574,2025-07-21,635,10.58,false,9090,8,2015,summer
tWWxWpfkzR0,144188,1212,67,N,Carrie Rodriguez,1,3297,2025-07-21,1093,18.22,false,2830,5,2016,spring
yskw0JMXQaM,326066,11076,605,N,Carrtoons,1,480,2025-07-21,997,16.62,false,985000,2,2024,winter
vXWcUdV9AsY,119924,5544,179,H,"Carrtoons, Kaelin Ellis, Kiefer and The Kount",1,1439,2025-07-21,392,6.53,false,74200,6,2021,summer
xbuDoIUMlCs,6994033,267060,15145,N,Carín León,1,21,2025-07-21,901,15.02,true,4150000,5,2025,spring
KJKavRgH48k,90394,1956,156,N,Cass McCombs,1,74,2025-07-21,1484,24.73,false,4820,3,2025,spring
BX2bCSoMOOc,614423,11029,746,N,Cat Power,1,2307,2025-07-21,567,9.45,false,90400,2,2019,winter
PFEhLCP6jzs,380151,4534,231,N,Cate Le Bon,1,4126,2025-07-21,825,13.75,false,11400,2,2014,winter
vvTXMeexv5Y,151079,4403,194,H,Catherine Russell,1,1211,2025-07-21,1003,16.72,false,8220,2,2022,winter
VERVVrzLSuo,450065,9092,394,N,Cautious Clay,1,2412,2025-07-21,812,13.53,false,46600,10,2018,autumn
BYbSJfd870Q,55553,486,30,N,Caveman,1,4805,2025-07-21,832,13.87,false,328000,4,2012,spring
nMlnt85iysY,180125,5410,256,H,Cha Wa,1,1327,2025-07-21,1253,20.88,false,960,10,2021,autumn
29ZbS5ItylM,140241,1459,56,N,Chadwick Stokes,1,3706,2025-07-21,889,14.82,false,3430,4,2015,spring
Gse1LKXuV2M,4853775,180723,15020,N,Chaka Khan,1,360,2025-07-21,2057,34.28,false,515000,6,2024,summer
-kWbZvVU-e0,12056921,181249,4524,N,Chance The Rapper,1,2881,2025-07-21,773,12.88,false,1680000,7,2017,summer
w4WiXKGCJhg,14339924,426543,12371,N,Chappell Roan,1,442,2025-07-21,1382,23.03,false,2060000,3,2024,spring
sKqnfdBfaEw,121015,1997,102,N,Charles Lloyd & Jason Moran,1,3265,2025-07-21,1026,17.1,false,7310,6,2016,summer
rPVQlQQgPLg,1150804,20364,981,N,Charley Crockett,1,833,2025-07-21,1012,16.87,false,254000,2,2023,winter
stvyyjwQH3w,124051,1789,123,N,Charlie Siem,1,5105,2025-07-21,656,10.93,false,9820,6,2011,summer
J3jUEB7qmt8,5430813,126975,9130,N,Charlie Wilson,1,732,2025-07-21,1779,29.65,false,855000,6,2023,summer
sc6WMuTSP1Q,199853,3016,289,N,Charly Bliss,1,2060,2025-07-21,909,15.15,false,13000,10,2019,autumn
ykEnSrhinvs,117348,6526,55,N,Cheick Hamala Diabate,1,4353,2025-07-21,1496,24.93,false,153,7,2013,summer
jiNvJKF-pks,607018,12953,606,N,Chelsea Wolfe,1,3402,2025-07-21,902,15.03,false,73700,2,2016,winter
6Z1rdfucIUU,260514,11218,552,N,Chelsea Wolfe,2,219,2025-07-21,897,14.95,false,73700,10,2024,autumn
fS9uUDslHso,105934,1621,53,N,Cheyenne Mize,1,4339,2025-07-21,710,11.83,false,1100,7,2013,summer
gOwpqDhko3c,1120584,21533,719,N,Chicano Batman,1,2965,2025-07-21,745,12.42,false,92700,4,2017,spring
hARU2pnprX4,82345,2996,161,H,Chicano Batman,2,1795,2025-07-21,863,14.38,false,92900,7,2020,summer
15IHNYq6stw,2580077,61574,1919,N,Chick Corea & Gary Burton,1,3280,2025-07-21,1208,20.13,false,178000,6,2016,summer
-vLoM-EqWq8,5328624,170966,7218,N,Chika,1,1904,2025-07-21,1081,18.02,false,119000,3,2020,spring
KTNZR82fVHw,7250576,202085,9427,H,Chloe x Halle,1,1641,2025-07-21,1178,19.63,false,1940000,12,2020,winter
oIeqO2tyhcY,1615441,74149,4207,N,Chlöe,1,640,2025-07-21,1152,19.2,false,1030000,9,2023,autumn
ozlaWkrOiZE,2196810,93914,6274,N,Chocolate Droppa,1,66,2025-07-21,626,10.43,false,186000,4,2025,spring
WRJXePSFApU,127191,2858,72,N,Chris Bathgate,1,4980,2025-07-21,1166,19.43,false,581,10,2011,autumn
NGv366y_UjQ,976810,26107,960,N,Chris Dave And The Drumhedz,1,1925,2025-07-21,1069,17.82,false,30100,2,2020,winter
ZHbkzeVym_0,81756,900,40,N,Chris Forsyth & The Solar Motel Band,1,3248,2025-07-21,1064,17.73,false,360,7,2016,summer
YcHL0kUFPhw,15640375,118026,3971,N,Chris Stapleton,1,3553,2025-07-21,898,14.97,false,2980000,9,2015,autumn
F_CKeb2gPQ8,1242714,11588,679,N,Chris Thile and Michael Daves,1,5107,2025-07-21,1419,23.65,false,40000,6,2011,summer
xkWdU-WeGFw,252441,7236,225,N,Christian McBride's New Jawn,1,646,2025-07-21,1188,19.8,false,37800,8,2023,summer
mVJjmyFfuts,5124394,92622,3113,N,Christian Scott aTunde Adjuah,1,3517,2025-07-21,2030,33.83,false,10000,10,2015,autumn
b2Eylm6_9_w,124613,2090,61,N,Christine Salem,1,4190,2025-07-21,905,15.08,false,1770,12,2013,winter
Sn9aOq9aJ3w,150126,1815,77,N,Christopher Paul Stelling,1,3622,2025-07-21,1160,19.33,false,1200,7,2015,summer
UlAa0dc-E4w,1218346,28161,1125,N,Chromeo,1,2415,2025-07-21,1053,17.55,false,181000,10,2018,autumn
tFdebIZJah8,9065806,91401,2927,N,Chronixx,1,2802,2025-07-21,876,14.6,false,939000,10,2017,autumn
wlsmFJx5vH0,273722,9110,346,N,Chucho Valdés,1,298,2025-07-21,1241,20.68,true,14900,8,2024,summer
9ZjeheDR3tA,538772,9086,512,N,Chuck Brown,1,5351,2025-07-21,1657,27.62,false,24000,10,2010,autumn
haunJARHPm4,1931530,24012,938,N,Chvrches,1,4043,2025-07-21,829,13.82,false,538000,5,2014,spring
YVzjKyzX8kA,70486,546,36,N,Cian Nugent,1,4050,2025-07-21,1116,18.6,false,49,5,2014,spring
HcAxgErAkTw,4396955,144378,3812,N,Cigarettes After Sex,1,2725,2025-07-21,899,14.98,false,3910000,12,2017,winter
auy9DFC2eOE,1487127,33190,1082,N,Cimafunk,1,1918,2025-07-21,1077,17.95,false,58800,3,2020,spring
BgQw-xNsQe8,115908,2296,147,N,Cinder Well,1,469,2025-07-21,1324,22.07,false,835,2,2024,winter
WEkXiSfnZpE,97832,1457,92,H,Circuit des Yeux,1,1320,2025-07-21,830,13.83,false,2960,10,2021,autumn
FCjsmZlwSzA,105306,2066,109,N,Claudia Acuña,1,781,2025-07-21,1014,16.9,true,616,4,2023,spring
meebIY77RI8,108893,2120,106,H,Clem Snide with Scott Avett,1,1840,2025-07-21,928,15.47,false,11600000,5,2020,spring
j82L3pLjb_0,30034341,344895,7167,N,Coldplay,1,1908,2025-07-21,1094,18.23,false,27800000,3,2020,spring
AW_IeElzPDQ,352188,7453,340,N,Come From Away,1,2088,2025-07-21,1075,17.92,false,1,9,2019,autumn
8NqSBqTQIq4,220743,7851,587,H,Coming 2 America — Sounds of Zamunda,1,1549,2025-07-21,1141,19.02,false,26000,3,2021,spring
2AChGszRGwI,4536094,76781,3221,N,Common At The White House,1,3160,2025-07-21,1300,21.67,false,480000,10,2016,autumn
SrYSpLGuKwo,338889,7937,317,H,Company,1,1299,2025-07-21,957,15.95,false,925000,11,2021,autumn
NIfTCmwgIbY,980375,10349,732,N,Conor Oberst,1,4001,2025-07-21,1195,19.92,false,22200,6,2014,summer
61q6JoGLTc0,188117,4751,428,N,Conrad Tao And Caleb Teicher,1,581,2025-07-21,1382,23.03,false,1900,11,2023,autumn
xctyRJC3bZQ,377747,19367,986,H,Conway The Machine,1,1717,2025-07-21,991,16.52,false,240000,9,2020,autumn
AndHtmw36GU,38500,821,41,H,Copland House,1,1666,2025-07-21,1459,24.32,false,15000,11,2020,autumn
u5puSWxPNyA,593226,22178,691,H,Cordae,1,1239,2025-07-21,1283,21.38,false,829000,1,2022,winter
fDEduWhjM9E,447769,24221,1282,N,Cordae,2,79,2025-07-21,1251,20.85,false,828000,3,2025,spring
1ZhAz6-Cgdg,92048,4270,381,H,Coreyah,1,1802,2025-07-21,989,16.48,false,1300,6,2020,summer
h--fvyPu5e4,2806521,46144,1543,N,Corinne Bailey Rae,1,3175,2025-07-21,1007,16.78,false,347000,9,2016,autumn
1gxm_5cShUw,479913,11056,533,N,Cornelius,1,2629,2025-07-21,933,15.55,false,58900,3,2018,spring
Ql02rtW62Os,482682,17983,538,H,Cory Henry,1,1628,2025-07-21,628,10.47,false,268000,12,2020,winter
6m0lk3M3_Ts,2103337,49463,1703,N,Cory Henry & The Funk Apostles,1,2429,2025-07-21,1412,23.53,false,270000,10,2018,autumn
Xv-FOSJIwrU,2383670,29088,975,N,Courtney Barnett,1,4071,2025-07-21,824,13.73,false,56500,4,2014,spring
JQs5XagfheI,1677501,26274,1264,N,Courtney Barnett and Kurt Vile,1,2730,2025-07-21,1206,20.1,false,56500,12,2017,winter
-pRkWrQgTWI,116446,1522,95,N,Courtney Marie Andrews,1,2248,2025-07-21,822,13.7,false,7400,4,2019,spring
JGafVApCHpg,74456,4009,119,H,Courtney Marie Andrews,2,1751,2025-07-21,1043,17.38,false,7410,8,2020,summer
1URQ0_9-Zyw,290432,3205,132,N,Cowboy Junkies,1,4785,2025-07-21,890,14.83,false,48000,4,2012,spring
J8QBpfCSlLE,39706,429,17,N,Craig Finn,1,4861,2025-07-21,805,13.42,false,3150,2,2012,winter
TX8QPtpLOfA,132451,1409,119,N,Cristina Pato,1,4273,2025-07-21,813,13.55,false,1970,9,2013,autumn
oy-4I58Dru0,1151293,38912,1240,N,Cuco,1,770,2025-07-21,983,16.38,true,1990000,4,2023,spring
izyBoVzC0Wk,530048,18632,1194,H,Curren$y,1,1143,2025-07-21,985,16.42,false,293000,4,2022,spring
Wl9j4OP9DKc,70966,1351,71,H,Curse Of Lono,1,1058,2025-07-21,834,13.9,false,1860,7,2022,summer
tUApO77uUUk,8333957,208103,8016,N,Cypress Hill,1,687,2025-07-21,1793,29.88,false,1860000,7,2023,summer
NkmGue2WQyg,415973,10953,500,N,Cécile McLorin Salvant,1,2439,2025-07-21,1092,18.2,false,10800,10,2018,autumn
XYZdxSJLg-M,294830,15860,685,H,D Smoke,1,1834,2025-07-21,1128,18.8,false,655000,5,2020,spring
NwjN3UCBW14,3350399,51377,2060,N,D.R.A.M.,1,3040,2025-07-21,1245,20.75,false,1250000,2,2017,winter
S_noXwzjavs,295740,9087,610,N,DAWN,1,2485,2025-07-21,684,11.4,false,62600,8,2018,summer
VKvYRDhPt_0,582534,22187,2070,N,DEVO,1,301,2025-07-21,1040,17.33,false,1,8,2024,summer
Pvn20PjBa3k,5621839,110447,4220,N,DJ Premier & The Badder Band,1,2839,2025-07-21,1468,24.47,false,234000,8,2017,summer
ANPbOxaRIO0,1628612,64663,3075,N,DOMi & JD BECK,1,1031,2025-07-21,990,16.5,false,215000,8,2022,summer
hsNKSbTNd5I,3501847,69253,3234,N,DakhaBrakha,1,3695,2025-07-21,837,13.95,false,108000,4,2015,spring
cX8dyBKGGD4,511802,17475,1086,H,DakhaBrakha,2,1602,2025-07-21,853,14.22,false,108000,1,2021,winter
id28fCyYgIU,18610084,162289,4737,N,Damian 'Jr. Gong' Marley,1,2090,2025-07-21,914,15.23,false,2890000,9,2019,autumn
jLiZ0jCzpdA,521922,4771,292,N,Damien Jurado,1,5212,2025-07-21,818,13.63,false,14300,2,2011,winter
xkBeytzAHy0,779838,12000,440,N,Dan Auerbach,1,2613,2025-07-21,815,13.58,false,20100,4,2018,spring
heFRwLfjVXI,618712,10544,707,N,Dan Deacon,1,3753,2025-07-21,1454,24.23,false,17100,2,2015,winter
SaadsrHBygc,129785,4482,151,N,Dan Tepfer,1,2102,2025-07-21,1107,18.45,false,4770,9,2019,autumn
FowAzrMU0GU,102658,1117,55,N,Dana Falconberry,1,4323,2025-07-21,1095,18.25,false,508,8,2013,summer
LKvFhPF0xYA,176297,1853,112,N,Daniel Bachman,1,4561,2025-07-21,786,13.1,false,658,12,2012,winter
PBKa-AAy_vo,32107157,439760,10524,N,Daniel Caesar,1,2552,2025-07-21,994,16.57,false,2310000,6,2018,summer
hjKXtAbYbSQ,93452,2476,121,H,Daniel Hope,1,1177,2025-07-21,1288,21.47,false,11700,3,2022,spring
3OvWFurOBk8,1700891,47005,2539,N,Daniel Johnston,1,4743,2025-07-21,753,12.55,false,33800,6,2012,summer
KUnUv_395vY,465640,8326,380,N,Daniel Lanois,1,3796,2025-07-21,904,15.07,false,14700,1,2015,winter
nHVLEst0-5g,546035,7800,410,N,Daniel Norgren,1,1974,2025-07-21,1278,21.3,false,43500,1,2020,winter
wC6iA_C_KC8,2255234,60567,2420,N,"Daniel, Me Estás Matando",1,259,2025-07-21,909,15.15,true,434000,9,2024,autumn
W23gEiUwne0,563817,17747,791,N,Daniil Trifonov,1,2695,2025-07-21,940,15.67,false,49700,1,2018,winter
FdBwOOwcwTU,302155,13693,675,N,Danilo Brito,1,2940,2025-07-21,1052,17.53,false,85800,5,2017,spring
cfuEIHEZobc,852652,15030,463,N,Danish String Quartet,1,3867,2025-07-21,1109,18.48,false,9690,11,2014,autumn
ZfbX3MAnJUM,3102745,50301,1968,N,Danny Ocean,1,261,2025-07-21,1310,21.83,true,5550000,9,2024,autumn
AynDvSkZ8og,2385569,62741,1765,N,DannyLux,1,618,2025-07-21,1299,21.65,true,714000,9,2023,autumn
MrW0w2Bq53U,39411,133,9,N,Dark Meat,1,5758,2025-07-21,785,13.08,false,12,8,2009,summer
I8sHrD48zPU,196123,3070,139,N,Darlingside,1,2583,2025-07-21,861,14.35,false,9500,5,2018,spring
s-OoG1aGYO0,13168165,149592,2761,N,Daughter,1,4245,2025-07-21,821,13.68,false,1070000,10,2013,autumn
tMMowlS-i1s,184544,2456,125,N,Daughter Of Swords,1,1857,2025-07-21,821,13.68,false,1070000,5,2020,spring
s_TgmrNNHXA,2492469,82592,2032,N,Dave,1,2030,2025-07-21,804,13.4,false,2090000,11,2019,autumn
ie1vkOlK8xc,133349,1118,147,N,Dave Dondero,1,5904,2025-07-21,1013,16.88,false,98,4,2009,spring
2_EW2O_1qAc,206964,888,104,N,Dave Douglas Brass Ecstasy,1,5800,2025-07-21,1074,17.9,false,837,7,2009,summer
ieoiAeL-uow,6080047,62985,3942,N,Dave Matthews,1,2534,2025-07-21,1422,23.7,false,518000,6,2018,summer
WR1BUVFToSE,374207,6400,357,S,Dave Rawlings Machine and Gillian Welch,1,1867,2025-07-21,1382,23.03,false,13600,4,2020,spring
-ZZYXlJ8-k0,600299,10891,769,N,David Crosby & The Lighthouse Band,1,2123,2025-07-21,895,14.92,false,30600,8,2019,summer
JeRXCjZQAHM,44957,806,49,N,David Greilsammer,1,2744,2025-07-21,814,13.57,false,442,12,2017,winter
ANcC5sCCVEc,541231,5638,356,N,David Russell,1,5520,2025-07-21,901,15.02,false,23200,4,2010,spring
IrJVebOJqIw,86411,505,53,N,David Wax Museum,1,5258,2025-07-21,793,13.22,false,1970,1,2011,winter
nSS4FiOY8P0,1183087,26181,1686,H,Davido,1,1563,2025-07-21,742,12.37,false,4630000,2,2021,winter
JPcqESmvTTY,69944,683,40,N,Davíd Garza,1,3853,2025-07-21,846,14.1,false,366,11,2014,autumn
8jubZRUcPjA,149127,3433,179,N,Dawg Yawp,1,2800,2025-07-21,1102,18.37,false,594,10,2017,autumn
tKTQAGYo5hE,288947,8147,277,N,Daymé Arocena,1,3311,2025-07-21,1060,17.67,false,10900,5,2016,spring
aR5AU3azhyc,300116,11671,499,N,Death Becomes Her,1,18,2025-07-21,866,14.43,false,7620,5,2025,spring
mi6uRT7PxTQ,6506827,58339,2026,N,Death Cab For Cutie,1,3713,2025-07-21,1096,18.27,false,301000,4,2015,spring
q8WWNKhdy-w,195891,2935,150,N,Debashish Bhattacharya,1,4223,2025-07-21,947,15.78,false,1310,11,2013,autumn
Ea43VkCiyFo,1602625,52157,1302,N,Declan McKenna,1,3069,2025-07-21,698,11.63,false,429000,1,2017,winter
2FblAep81Cc,281953,12169,375,H,Declan McKenna,2,1726,2025-07-21,1096,18.27,false,430000,9,2020,autumn
h_5bneT_Omc,36874,592,26,H,Dedicated Men Of Zion,1,1602,2025-07-21,781,13.02,false,3270,1,2021,winter
nXdC5D2PqoU,185645,3586,169,N,Dee Dee Bridgewater,1,2615,2025-07-21,887,14.78,false,7730,4,2018,spring
0pq_xv1PB28,285800,8631,440,H,Deep Sea Diver,1,1473,2025-07-21,1087,18.12,false,13900000,5,2021,spring
4kPRyzb9Z44,469942,6429,306,N,Del McCoury Band,1,2495,2025-07-21,1166,19.43,false,21700,8,2018,summer
57vvhrq2SNQ,287908,6380,613,N,Delicate Steve,1,2989,2025-07-21,879,14.65,false,12200,3,2017,spring
Ehw07lXL1AY,1628467,65453,3494,H,Demi Lovato,1,1514,2025-07-21,729,12.15,false,18100000,4,2021,spring
glHqWvkpRqo,2559068,113255,2872,N,Denzel Curry,1,1073,2025-07-21,1185,19.75,false,1570000,6,2022,summer
GeZ_gq7DdsY,706353,11069,470,N,Deqn Sue,1,3532,2025-07-21,894,14.9,false,2650,10,2015,autumn
55QnOlXckOk,237487,3526,150,N,Derek Gripper,1,3084,2025-07-21,889,14.82,false,4430,12,2016,winter
JYGmDy7o2H0,5020947,59603,2223,N,Dermot Kennedy,1,2471,2025-07-21,810,13.5,false,730000,8,2018,summer
GwN-WixHkAw,524029,6551,357,N,Dessa,1,4197,2025-07-21,675,11.25,false,28500,12,2013,winter
4J5zTLnIqMY,427956,10453,466,H,Diamante Eléctrico,1,1358,2025-07-21,949,15.82,true,50,9,2021,autumn
6Zf5dB6HFp4,56440,2389,177,H,Diana Gordon,1,1787,2025-07-21,960,16,false,37000,7,2020,summer
SyETsd-rKP8,140292,2958,94,N,Diane Cluck,1,4098,2025-07-21,701,11.68,false,709,3,2014,spring
nRnPD-KW-0M,381906,6268,356,N,Diane Coffee,1,3504,2025-07-21,1131,18.85,false,380,11,2015,autumn
-Q9uIhuvUKc,3140433,50277,1503,N,Diego El Cigala,1,3686,2025-07-21,738,12.3,false,325000,5,2015,spring
DjmHpDI89v8,61748,2326,26,N,Diego Garcia,1,5009,2025-07-21,897,14.95,false,684,9,2011,autumn
B-oxSercnbQ,661441,12048,1131,N,Diet Cig,1,2856,2025-07-21,594,9.9,false,4380,8,2017,summer
MxbGf_JyvVs,273408,5989,333,H,Dinosaur Jr.,1,1403,2025-07-21,1213,20.22,false,79600,8,2021,summer
HXr3nrd33U0,1827749,32131,605,N,Dirty Dozen Brass Band,1,3013,2025-07-21,1346,22.43,false,3200,3,2017,spring
cfhzD3QWipU,346510,6367,298,N,Dirty Projectors,1,2369,2025-07-21,747,12.45,false,22600,12,2018,winter
DSgJ_6sOBB8,217648,8259,321,H,Dirty Projectors,2,1796,2025-07-21,735,12.25,false,22600,7,2020,summer
z1Lh06y6Z1Q,538347,6122,422,N,Dirty Three,1,4616,2025-07-21,1108,18.47,false,3200,10,2012,autumn
-91vymvIH0c,15790400,685507,23218,N,Doechii,1,182,2025-07-21,1421,23.68,false,3070000,12,2024,winter
T8o7k1GCM0c,80048,3538,140,H,Don Bryant,1,1655,2025-07-21,682,11.37,false,787,11,2020,autumn
oIbFjfH0erI,352105,6629,230,N,Donny McCaslin,1,3062,2025-07-21,1588,26.47,false,5010,1,2017,winter
jzmvzcDWZjI,592213,4620,334,N,Dr. Dog,1,5904,2025-07-21,754,12.57,false,46800,4,2009,spring
